date,price
2020-01-16,50400
2020-01-17,50900
2020-01-20,52200
2020-01-21,51000
2020-01-22,51100
2020-01-23,50300
2020-01-28,49100
2020-01-29,49600
2020-01-30,47950
2020-01-31,47500
2020-02-03,47750
2020-02-04,49650
2020-02-05,50700
2020-02-06,51300
2020-02-07,51200
2020-02-10,51000
2020-02-11,51000
2020-02-12,50900
2020-02-13,51400
2020-02-14,52700
2020-02-17,52500
2020-02-18,51000
2020-02-19,51100
2020-02-20,50900
2020-02-21,50400
2020-02-24,48700
2020-02-25,49600
2020-02-26,48100
2020-02-27,47550
2020-02-28,45550
2020-03-02,46000
2020-03-03,46600
2020-03-04,48200
2020-03-05,49050
2020-03-06,47450
2020-03-09,45500
2020-03-10,45500
2020-03-11,44350
2020-03-12,43100
2020-03-13,42700
2020-03-16,41000
2020-03-17,39650
2020-03-18,38000
2020-03-19,35450
2020-03-20,38000
2020-03-23,36000
2020-03-24,39150
2020-03-25,41450
2020-03-26,40750
2020-03-27,41100
2020-03-30,40450
2020-03-31,40100
2020-04-01,39000
2020-04-02,39400
2020-04-03,39800
2020-04-06,40950
2020-04-07,41800
2020-04-08,41700
2020-04-09,42050
2020-04-10,42200
2020-04-13,41800
2020-04-14,42100
2020-04-16,42300
2020-04-17,44050
2020-04-20,43500
2020-04-21,42650
2020-04-22,42950
2020-04-23,43000
2020-04-24,42500
2020-04-27,42750
2020-04-28,42400
2020-04-29,42250
2020-05-04,41200
2020-05-06,42000
2020-05-07,41600
2020-05-08,41650
2020-05-11,41500
2020-05-12,40850
2020-05-13,41050
2020-05-14,40650
2020-05-15,40950
2020-05-18,41600
2020-05-19,43200
2020-05-20,43300
2020-05-21,43300
2020-05-22,42350
2020-05-25,43100
2020-05-26,42950
2020-05-27,42950
2020-05-28,43500
2020-05-29,42850
2020-06-01,43950
2020-06-02,44000
2020-06-03,46200
2020-06-04,46900
2020-06-05,47750
2020-06-08,47800
2020-06-09,48000
2020-06-10,47950
2020-06-11,47550
2020-06-12,46050
2020-06-15,44450
2020-06-16,46050
2020-06-17,45900
2020-06-18,45900
2020-06-19,47000
2020-06-22,46300
2020-06-23,46000
2020-06-24,47000
2020-06-25,45900
2020-06-26,46850
2020-06-29,46050
2020-06-30,46500
2020-07-01,46100
2020-07-02,46650
2020-07-03,46900
2020-07-06,47950
2020-07-07,47600
2020-07-08,46500
2020-07-09,46500
2020-07-10,46750
2020-07-13,47200
2020-07-14,47100
2020-07-15,47450
2020-07-16,47050
2020-07-17,47100
2020-07-20,46950
2020-07-21,47700
2020-07-22,47250
2020-07-23,47050
2020-07-24,47150
2020-07-27,47500
2020-07-28,49500
2020-07-29,50200
2020-07-30,50600
2020-07-31,49500
2020-08-03,49050
2020-08-04,50000
2020-08-05,49950
2020-08-06,50500
2020-08-07,50000
2020-08-10,50100
2020-08-11,50300
2020-08-12,50700
2020-08-13,50700
2020-08-14,50600
2020-08-18,50200
2020-08-19,50100
2020-08-20,48250
2020-08-21,48650
2020-08-24,48600
2020-08-25,48750
2020-08-26,49000
2020-08-27,48400
2020-08-28,48200
2020-08-31,47500
2020-09-01,47100
2020-09-02,47100
2020-09-03,47900
2020-09-04,47500
2020-09-07,48500
2020-09-08,50000
2020-09-09,49500
2020-09-10,50700
2020-09-11,50900
2020-09-14,51900
2020-09-15,52000
2020-09-16,51700
2020-09-17,51000
2020-09-18,50900
2020-09-21,51300
2020-09-22,51000
2020-09-23,50900
2020-09-24,50300
2020-09-25,50700
2020-09-28,50500
2020-09-29,50500
2020-10-05,50700
2020-10-06,50900
2020-10-07,51400
2020-10-08,51700
2020-10-12,52300
2020-10-13,53400
2020-10-14,53600
2020-10-15,53200
2020-10-16,53000
2020-10-19,53000
2020-10-20,53300
2020-10-21,53200
2020-10-22,53500
2020-10-23,53300
2020-10-26,53500
2020-10-27,53400
2020-10-28,52900
2020-10-29,51700
2020-10-30,50100
2020-11-02,51200
2020-11-03,52200
2020-11-04,52200
2020-11-05,53500
2020-11-06,53800
2020-11-09,55000
2020-11-10,55500
2020-11-11,56900
2020-11-12,57300
2020-11-13,57400
2020-11-16,58800
2020-11-17,59000
2020-11-18,58500
2020-11-19,58000
2020-11-20,58300
2020-11-23,61000
2020-11-24,61800
2020-11-25,60800
2020-11-26,61900
2020-11-27,61800
2020-11-30,61100
2020-12-01,62500
2020-12-02,63800
2020-12-03,64400
2020-12-04,65500
2020-12-07,66700
2020-12-08,65800
2020-12-09,66900
2020-12-10,67800
2020-12-11,69300
2020-12-14,69900
2020-12-15,69500
2020-12-16,69500
2020-12-17,68900
2020-12-18,68600
2020-12-21,68800
2020-12-22,68500
