date,price
2020-03-12,32315
2020-03-13,31913
2020-03-16,29605
2020-03-17,29605
2020-03-18,28301
2020-03-19,26896
2020-03-20,30007
2020-03-23,28802
2020-03-24,31010
2020-03-25,31010
2020-03-26,30207
2020-03-27,30609
2020-03-30,30709
2020-03-31,31211
2020-04-01,30207
2020-04-02,31512
2020-04-03,31612
2020-04-06,32215
2020-04-07,32114
2020-04-08,31713
2020-04-09,31713
2020-04-10,32315
2020-04-13,31612
2020-04-14,32014
2020-04-16,33218
2020-04-17,34523
2020-04-20,35125
2020-04-21,35225
2020-04-22,35526
2020-04-23,37232
2020-04-24,36731
2020-04-27,36931
2020-04-28,37132
2020-04-29,36931
2020-05-04,37433
2020-05-06,40043
2020-05-07,41347
2020-05-08,41347
2020-05-11,41648
2020-05-12,43053
2020-05-13,43455
2020-05-14,45161
2020-05-15,44458
2020-05-18,44358
2020-05-19,44157
2020-05-20,46465
2020-05-21,47670
2020-05-22,49577
2020-05-25,53792
2020-05-26,54193
2020-05-27,52286
2020-05-28,53591
2020-05-29,52888
2020-06-01,52989
2020-06-02,52086
2020-06-03,50078
2020-06-04,50982
2020-06-05,50379
2020-06-08,51483
2020-06-09,51082
2020-06-10,52587
2020-06-11,53189
2020-06-12,53390
2020-06-15,50681
2020-06-16,52788
2020-06-17,52788
2020-06-18,52888
2020-06-19,52888
2020-06-22,54996
2020-06-23,56501
2020-06-24,56702
2020-06-25,55096
2020-06-26,55096
2020-06-29,53691
2020-06-30,53691
2020-07-01,54093
2020-07-02,57304
2020-07-03,59010
2020-07-06,60315
2020-07-07,62322
2020-07-08,65835
2020-07-09,71354
2020-07-10,71354
2020-07-13,70652
2020-07-14,68845
2020-07-15,67741
2020-07-16,64630
2020-07-17,65232
2020-07-20,62222
2020-07-21,63426
2020-07-22,63827
2020-07-23,66136
2020-07-24,65132
2020-07-27,65534
2020-07-28,66136
2020-07-29,66537
2020-07-30,66637
2020-07-31,68946
2020-08-03,73462
2020-08-04,74265
2020-08-05,74365
2020-08-06,73060
2020-08-07,70853
2020-08-10,71455
2020-08-11,70752
2020-08-12,71053
2020-08-13,72358
2020-08-14,72759
2020-08-18,75870
2020-08-19,75569
2020-08-20,73161
2020-08-21,74265
2020-08-24,76272
2020-08-25,76473
2020-08-26,78681
2020-08-27,82394
2020-08-28,81390
2020-08-31,81691
2020-09-01,80587
2020-09-02,82695
2020-09-03,82293
2020-09-04,80688
2020-09-07,78681
