,종목코드,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
2517,129890,앱코,13650.0,500.0,+3.80%,500.0,1342.0,9833.0,2.73,14577.0,5.89,40.43
2518,126880,제이엔케이히터,5780.0,50.0,+0.87%,500.0,1341.0,23205.0,1.05,70215.0,-825.71,2.27
2519,033540,파라텍,2670.0,175.0,+7.01%,200.0,1339.0,50135.0,0.19,3880098.0,-13.98,15.01
2520,224110,에이텍티앤,25050.0,1800.0,-6.70%,500.0,1338.0,5340.0,0.58,235636.0,36.41,5.3
2521,047080,한빛소프트,5380.0,415.0,+8.36%,500.0,1333.0,24780.0,1.48,3141103.0,-14.16,-12.71
2522,382800,지앤비에스엔지니어링,18600.0,200.0,+1.09%,500.0,1333.0,7165.0,0.88,96655.0,,24.29
2523,214430,아이쓰리시스템,18750.0,100.0,+0.54%,500.0,1333.0,7107.0,1.85,25278.0,42.91,4.31
2524,263690,디알젬,11750.0,400.0,+3.52%,500.0,1331.0,11326.0,15.16,28603.0,12.9,47.0
2525,335890,비올,2325.0,85.0,+3.79%,100.0,1330.0,57224.0,0.56,962903.0,-70.45,-12.49
2526,200780,비씨월드제약,14900.0,0.0,0.00%,200.0,1325.0,8892.0,2.12,21183.0,42.69,4.69
2527,042500,링네트,8620.0,540.0,+6.68%,500.0,1324.0,15357.0,0.7,17711338.0,13.0,11.95
2528,024910,경창산업,3695.0,5.0,+0.14%,500.0,1324.0,35819.0,1.31,177556.0,6.66,6.01
2529,153710,옵티팜,9070.0,20.0,-0.22%,500.0,1323.0,14589.0,0.44,16760.0,-35.02,-6.78
2530,037330,인지디스플레,3015.0,15.0,+0.50%,500.0,1323.0,43885.0,5.81,73624.0,11.08,9.36
2531,217730,강스템바이오텍,3480.0,45.0,-1.28%,500.0,1320.0,37938.0,1.38,310463.0,-5.38,-30.2
2532,039020,이건홀딩스,5840.0,70.0,-1.18%,1000.0,1319.0,22585.0,0.36,214110.0,15.96,-0.12
2533,063440,SM Life Design,2895.0,100.0,+3.58%,500.0,1315.0,45429.0,0.63,720675.0,193.0,-6.42
2534,141000,비아트론,10850.0,50.0,-0.46%,500.0,1314.0,12115.0,2.81,61494.0,11.4,10.57
2535,060230,얍엑스,1515.0,50.0,+3.41%,500.0,1313.0,86644.0,1.35,1428846.0,68.86,-2.25
2536,066130,하츠,10250.0,100.0,-0.97%,500.0,1312.0,12800.0,2.34,118637.0,15.77,7.03
2537,219130,타이거일렉,20700.0,1000.0,+5.08%,500.0,1307.0,6314.0,20.56,187558.0,168.29,9.63
2538,109860,동일금속,14350.0,150.0,+1.06%,500.0,1306.0,9100.0,2.68,71875.0,14.96,5.26
2539,044480,블루베리 NFT,4030.0,55.0,+1.38%,500.0,1303.0,32344.0,1.74,274938.0,-10.23,-58.75
2540,093190,빅솔론,6750.0,70.0,+1.05%,500.0,1299.0,19239.0,12.79,73138.0,6.65,3.8
2541,059120,아진엑스텍,13300.0,3050.0,+29.76%,500.0,1297.0,9749.0,1.76,2661154.0,43.46,2.98
2542,065130,탑엔지니어링,8090.0,10.0,+0.12%,500.0,1292.0,15976.0,3.32,30879.0,224.72,-1.92
2543,389030,지니너스,11850.0,50.0,+0.42%,500.0,1288.0,10869.0,0.21,38500.0,,136.14
2544,078860,아이오케이,1380.0,25.0,+1.85%,500.0,1287.0,93244.0,0.4,694660.0,-4.17,-4.04
2545,265740,엔에프씨,14400.0,400.0,+2.86%,100.0,1286.0,8932.0,0.75,60348.0,137.14,2.17
2546,053980,오상자이엘,7240.0,150.0,-2.03%,500.0,1285.0,17748.0,1.65,92346.0,28.06,46.13
2547,065950,웰크론,4545.0,100.0,+2.25%,500.0,1283.0,28231.0,2.42,142581.0,8.17,16.44
2548,064850,에프앤가이드,10600.0,100.0,+0.95%,500.0,1280.0,12080.0,0.14,11844.0,17.55,11.25
2549,007720,대명소노시즌,1270.0,15.0,+1.20%,500.0,1280.0,100800.0,0.99,1026264.0,-5.55,-2.56
2550,048430,유라테크,11100.0,200.0,+1.83%,500.0,1279.0,11520.0,0.48,673276.0,27.34,4.03
2551,012860,모베이스전자,1940.0,60.0,+3.19%,500.0,1277.0,65803.0,0.63,1061459.0,55.43,-11.64
2552,016250,SGC이테크건설,62700.0,300.0,+0.48%,5000.0,1269.0,2024.0,4.3,5575.0,0.88,79.74
2553,050960,수산아이앤티,18800.0,1500.0,-7.39%,500.0,1269.0,6751.0,0.61,167828.0,60.06,
2554,060370,KT서브마린,5790.0,250.0,+4.51%,1000.0,1268.0,21900.0,1.86,276655.0,-15.73,1.17
2555,007680,대원,9390.0,30.0,+0.32%,500.0,1263.0,13446.0,0.64,11880.0,19.56,-3.71
2556,100590,머큐리,8510.0,120.0,+1.43%,500.0,1256.0,14764.0,0.74,42796.0,13.47,10.86
2557,005990,매일홀딩스,9140.0,0.0,0.00%,500.0,1254.0,13718.0,2.77,4738.0,2.75,0.68
2558,206400,베노홀딩스,4590.0,95.0,+2.11%,500.0,1253.0,27292.0,0.0,28102.0,7.45,-30.62
2559,109960,에이프로젠 H&G,701.0,8.0,+1.15%,500.0,1253.0,178695.0,1.13,516622.0,87.62,5.01
2560,053590,한국테크놀로지,1010.0,10.0,+1.00%,500.0,1252.0,123958.0,1.38,461594.0,-5.15,-53.33
2561,263770,유에스티,5280.0,90.0,+1.73%,100.0,1251.0,23700.0,0.31,135605.0,16.92,9.89
2562,057540,옴니시스템,2690.0,25.0,+0.94%,500.0,1249.0,46449.0,1.55,1470992.0,-14.16,-4.76
2563,117730,티로보틱스,8850.0,700.0,+8.59%,500.0,1249.0,14117.0,0.38,1241045.0,-22.52,-3.45
2564,217820,엔에스,10850.0,200.0,+1.88%,500.0,1249.0,11513.0,0.25,192742.0,17.87,10.41
2565,272110,케이엔제이,15750.0,200.0,+1.29%,500.0,1248.0,7925.0,1.75,41318.0,22.09,-20.41
2566,128660,피제이메탈,5030.0,20.0,+0.40%,500.0,1248.0,24803.0,0.49,120801.0,8.57,11.42
2567,260660,알리코제약,8130.0,180.0,-2.17%,500.0,1246.0,15327.0,1.28,189791.0,33.05,11.25
2568,096630,에스코넥,1880.0,20.0,+1.08%,200.0,1244.0,66168.0,2.31,260762.0,-5.3,-59.88
2569,225330,씨엠에스에듀,6660.0,290.0,+4.55%,500.0,1241.0,18635.0,2.65,399408.0,13.73,15.25
2570,335810,프리시젼바이오,10900.0,300.0,+2.83%,500.0,1239.0,11366.0,0.3,23914.0,-52.91,-20.41
2571,045520,크린앤사이언스,19000.0,250.0,+1.33%,500.0,1235.0,6500.0,3.53,25318.0,-24.64,28.02
2572,317240,TS트릴리온,1330.0,0.0,0.00%,100.0,1233.0,92679.0,0.0,67162109.0,-53.2,-13.73
2573,170030,현대공업,8020.0,250.0,-3.02%,500.0,1230.0,15340.0,1.65,414357.0,10.3,10.33
2574,073570,WI,1520.0,10.0,+0.66%,100.0,1230.0,80905.0,0.77,7934422.0,-13.82,-8.45
2575,046210,파나진,3825.0,165.0,+4.51%,500.0,1229.0,32137.0,1.92,77050.0,21.25,21.72
2576,013310,아진산업,3160.0,50.0,+1.61%,500.0,1226.0,38807.0,2.7,393672.0,75.24,-0.66
2577,093920,서원인텍,6590.0,30.0,-0.45%,500.0,1226.0,18600.0,5.29,23166.0,9.95,10.08
2578,080000,에스엔유,3570.0,0.0,0.00%,500.0,1225.0,34323.0,1.69,67043.0,45.19,4.22
2579,065170,넥스트BT,1375.0,35.0,+2.61%,500.0,1223.0,88971.0,5.88,754953.0,-4.54,-32.18
2580,065370,위세아이텍,18600.0,550.0,+3.05%,500.0,1223.0,6576.0,11.62,160502.0,28.27,18.82
2581,012790,신일제약,10900.0,200.0,+1.87%,500.0,1223.0,11217.0,2.0,18467.0,24.17,7.23
2582,208710,바이오로그디바이스,2940.0,25.0,+0.86%,100.0,1218.0,41431.0,1.46,678241.0,-10.5,-36.03
2583,307930,컴퍼니케이,7770.0,120.0,-1.52%,500.0,1213.0,15610.0,0.51,80023.0,10.72,17.98
2584,011320,유니크,6260.0,60.0,+0.97%,500.0,1209.0,19321.0,2.28,56079.0,28.72,-3.92
2585,025550,한국선재,5050.0,220.0,-4.17%,500.0,1207.0,23909.0,0.97,2365475.0,10.77,2.01
2586,001840,이화공영,6090.0,50.0,+0.83%,500.0,1206.0,19806.0,1.82,120846.0,-87.0,0.71
2587,307870,비투엔,3990.0,30.0,+0.76%,100.0,1204.0,30181.0,0.04,75418.0,23.89,0.71
2588,004650,창해에탄올,13100.0,50.0,+0.38%,500.0,1204.0,9191.0,3.89,16524.0,10.98,10.19
2589,032790,BNGT,4075.0,0.0,0.00%,500.0,1204.0,29534.0,0.76,0.0,49.1,-29.09
2590,035620,바른손이앤에이,1615.0,50.0,+3.19%,500.0,1202.0,74440.0,4.72,3181897.0,64.6,-10.52
2591,076610,해성옵틱스,1050.0,5.0,-0.47%,500.0,1202.0,114442.0,1.82,1356488.0,-1.17,-124.13
2592,376290,씨유테크,6800.0,20.0,-0.29%,500.0,1201.0,17658.0,0.31,52820.0,,18.64
2593,016920,카스,4760.0,5.0,-0.10%,500.0,1200.0,25219.0,1.21,767306.0,-18.31,-5.09
2594,027830,대성창투,3000.0,110.0,+3.81%,500.0,1200.0,40000.0,2.8,248743.0,69.77,2.62
2595,033200,모아텍,8360.0,790.0,+10.44%,500.0,1198.0,14331.0,50.9,835241.0,-105.82,-2.03
2596,015710,코콤,6820.0,90.0,+1.34%,500.0,1196.0,17530.0,1.7,48223.0,20.6,6.06
2597,187660,에이디엠코리아,5470.0,0.0,0.00%,100.0,1194.0,21836.0,0.8,61763.0,24.98,29.92
2598,049720,고려신용정보,8350.0,30.0,+0.36%,500.0,1194.0,14300.0,1.42,13643.0,10.4,39.79
2599,072470,우리산업홀딩스,6320.0,90.0,+1.44%,500.0,1194.0,18887.0,3.22,58188.0,20.93,1.54
2600,222040,코스맥스엔비티,5780.0,70.0,+1.23%,500.0,1192.0,20628.0,1.62,38399.0,-11.05,-18.89
2601,039240,경남스틸,4760.0,820.0,-14.70%,100.0,1190.0,25000.0,0.79,8980985.0,30.13,3.4
2602,036640,HRS,7270.0,210.0,+2.97%,500.0,1189.0,16355.0,1.42,108997.0,6.5,11.93
2603,900260,로스웰,658.0,103.0,-13.53%,0.0,1185.0,180156.0,34.14,170203692.0,-1.72,-34.55
2604,006140,피제이전자,7900.0,70.0,+0.89%,500.0,1185.0,15000.0,1.13,27699.0,13.76,4.58
2605,009300,삼아제약,18600.0,200.0,+1.09%,1000.0,1185.0,6370.0,5.22,8062.0,664.29,0.07
2606,171010,램테크놀러지,8810.0,230.0,+2.68%,500.0,1183.0,13423.0,1.97,1323541.0,32.27,6.68
2607,034940,조아제약,3815.0,15.0,+0.39%,500.0,1182.0,30980.0,1.28,402709.0,-19.46,-2.37
2608,037230,한국팩키지,4720.0,25.0,+0.53%,500.0,1180.0,25000.0,0.03,91904.0,181.54,5.51
2609,200470,에이팩트,6380.0,100.0,+1.59%,500.0,1179.0,18476.0,3.72,92261.0,36.25,10.41
2610,014190,원익큐브,3325.0,165.0,+5.22%,500.0,1177.0,35400.0,1.31,1236408.0,11.12,3.75
2611,069540,라이트론,4515.0,15.0,+0.33%,500.0,1177.0,26062.0,0.86,106292.0,-17.57,-43.4
2612,331920,셀레믹스,14350.0,0.0,0.00%,500.0,1172.0,8164.0,0.83,23330.0,-20.27,-27.31
2613,053160,프리엠스,19500.0,1650.0,-7.80%,500.0,1170.0,6000.0,0.56,343921.0,90.7,0.25
2614,038460,바이오스마트,5810.0,180.0,+3.20%,500.0,1167.0,20088.0,1.3,186450.0,-21.44,-8.64
2615,044060,조광ILI,8410.0,150.0,+1.82%,500.0,1165.0,13851.0,1.85,46721.0,-16.14,-5.64
2616,041910,에스텍파마,9790.0,0.0,0.00%,500.0,1165.0,11898.0,1.73,124577.0,12.98,10.24
2617,065650,메디프론,2665.0,35.0,-1.30%,500.0,1162.0,43616.0,0.58,240842.0,121.14,
2618,321820,와이더플래닛,16850.0,0.0,0.00%,500.0,1162.0,6897.0,0.61,25494.0,-23.67,-1204.45
2619,040420,정상제이엘에스,7380.0,20.0,+0.27%,500.0,1157.0,15678.0,5.12,14637.0,9.32,10.48
2620,351320,에스에이티이엔지,5680.0,50.0,-0.87%,100.0,1156.0,20346.0,2.14,118941.0,41.16,
2621,027580,상보,2005.0,5.0,+0.25%,500.0,1154.0,57553.0,2.1,1354136.0,286.43,10.21
2622,170790,파이오링크,16800.0,150.0,+0.90%,500.0,1152.0,6856.0,4.24,31284.0,9.45,23.54
2623,086040,바이오톡스텍,7850.0,120.0,+1.55%,500.0,1151.0,14667.0,1.75,35727.0,28.34,8.2
2624,264660,씨앤지하이테크,13650.0,50.0,-0.36%,500.0,1147.0,8405.0,0.86,22269.0,26.25,13.91
2625,041520,이라이콤,9400.0,230.0,+2.51%,500.0,1146.0,12189.0,3.75,52610.0,-30.32,3.97
2626,090410,덕신하우징,2485.0,45.0,+1.84%,100.0,1145.0,46084.0,0.96,820823.0,77.66,-10.92
2627,033130,디지틀조선,3080.0,70.0,+2.33%,500.0,1143.0,37115.0,1.53,425606.0,52.2,2.32
2628,036120,SCI평가정보,3220.0,30.0,+0.94%,500.0,1143.0,35500.0,1.6,33204.0,17.22,26.34
2629,131030,디에이치피코리아,6900.0,90.0,+1.32%,500.0,1143.0,16565.0,4.12,14391.0,12.21,12.71
2630,052300,초록뱀컴퍼니,1265.0,10.0,+0.80%,500.0,1140.0,90108.0,1.12,436392.0,-16.22,15.25
2631,173940,에프엔씨엔터,7930.0,280.0,+3.66%,500.0,1139.0,14365.0,1.25,17403.0,-9.9,-12.16
2632,099390,브레인즈컴퍼니,27650.0,500.0,-1.78%,500.0,1136.0,4109.0,0.43,52691.0,24.78,17.49
2633,230980,에이트원,1920.0,5.0,+0.26%,100.0,1135.0,59116.0,0.78,1053356.0,-25.95,-4.05
2634,094860,네오리진,1135.0,5.0,-0.44%,100.0,1133.0,99809.0,8.11,691042.0,-37.83,-17.65
2635,238490,힘스,10000.0,150.0,+1.52%,500.0,1131.0,11312.0,0.76,33787.0,163.93,
2636,030350,드래곤플라이,3420.0,210.0,+6.54%,500.0,1130.0,33034.0,0.56,1176985.0,-8.1,-84.16
2637,303030,지니틱스,3155.0,225.0,+7.68%,100.0,1128.0,35746.0,1.09,1138763.0,185.59,-0.87
2638,037370,EG,13600.0,200.0,+1.49%,1000.0,1127.0,8287.0,1.56,72457.0,31.19,-10.36
2639,052600,한네트,9720.0,480.0,+5.19%,500.0,1124.0,11564.0,1.29,10749172.0,84.52,3.54
2640,148250,알엔투테크놀로지,14700.0,200.0,+1.38%,500.0,1123.0,7640.0,3.3,34368.0,53.45,11.67
2641,317530,캐리소프트,16150.0,700.0,+4.53%,500.0,1123.0,6951.0,0.62,261845.0,-25.43,-27.56
2642,040160,누리플렉스,9310.0,400.0,+4.49%,500.0,1122.0,12056.0,28.08,590566.0,15.41,4.15
2643,900100,애머릿지,3585.0,0.0,0.00%,1.0,1120.0,31250.0,15.17,0.0,-77.93,-34.47
2644,000440,중앙에너비스,17950.0,1000.0,+5.90%,500.0,1118.0,6227.0,0.24,211835.0,5.77,35.98
2645,134580,디엠티,8490.0,220.0,+2.66%,500.0,1113.0,13114.0,8.57,102256.0,-40.82,-19.05
2646,269620,시스웍,1025.0,5.0,+0.49%,100.0,1113.0,108560.0,0.3,1096081.0,-12.06,4.69
2647,053700,삼보모터스,5910.0,40.0,+0.68%,500.0,1112.0,18824.0,0.0,46665.0,5.67,-3.12
2648,042520,한스바이오메드,11000.0,200.0,-1.79%,500.0,1111.0,10103.0,3.29,37541.0,-6.08,-34.91
2649,088130,동아엘텍,10400.0,200.0,+1.96%,500.0,1109.0,10663.0,3.78,28960.0,64.2,5.66
2650,264850,이랜시스,3820.0,530.0,+16.11%,100.0,1109.0,29026.0,0.48,11453817.0,20.21,12.79
2651,149980,하이로닉,7860.0,200.0,+2.61%,100.0,1108.0,14100.0,0.76,146850.0,20.21,7.72
2652,322780,코퍼스코리아,3095.0,35.0,+1.14%,100.0,1107.0,35756.0,0.1,90638.0,50.74,6.18
2653,052220,iMBC,4810.0,105.0,+2.23%,500.0,1106.0,23000.0,0.75,69724.0,60.12,2.06
2654,229000,젠큐릭스,16850.0,300.0,+1.81%,500.0,1105.0,6558.0,0.57,8559.0,10.34,
2655,016600,큐캐피탈,621.0,19.0,+3.16%,500.0,1105.0,177898.0,2.46,3755488.0,28.23,1.87
2656,024060,흥구석유,7360.0,240.0,+3.37%,100.0,1104.0,15000.0,0.98,545161.0,23.97,6.12
2657,081150,티플랙스,4545.0,30.0,+0.66%,500.0,1103.0,24268.0,4.49,548458.0,11.0,3.81
2658,037950,엘컴텍,1300.0,5.0,+0.39%,500.0,1098.0,84448.0,2.16,213774.0,-61.9,-16.97
2659,246690,TS인베스트먼트,2805.0,145.0,+5.45%,500.0,1097.0,39126.0,1.89,2200038.0,13.17,20.55
2660,056730,CNT85,1550.0,0.0,0.00%,500.0,1096.0,70704.0,2.13,0.0,-57.41,-74.04
2661,072990,에이치시티,15650.0,150.0,+0.97%,500.0,1095.0,6996.0,8.45,8973.0,9.43,19.16
2662,226440,한송네오텍,1895.0,55.0,-2.82%,100.0,1093.0,57689.0,0.67,3848942.0,-75.8,
2663,016790,현대사료,17750.0,900.0,+5.34%,500.0,1092.0,6150.0,0.86,120581.0,125.0,0.22
2664,089230,THE E&M,629.0,4.0,+0.64%,100.0,1091.0,173450.0,0.8,347304.0,-3.07,-30.03
2665,022220,정산애강,2095.0,15.0,+0.72%,500.0,1085.0,51795.0,3.69,214334.0,36.12,2.98
2666,098120,마이크로컨텍솔,13050.0,350.0,+2.76%,500.0,1085.0,8313.0,15.64,89176.0,18.07,3.32
2667,057030,YBM넷,6650.0,70.0,+1.06%,500.0,1085.0,16313.0,0.78,225801.0,43.46,-3.91
2668,053350,이니텍,5480.0,180.0,+3.40%,500.0,1085.0,19791.0,2.88,75075.0,105.38,1.27
2669,033230,인성정보,2765.0,30.0,+1.10%,500.0,1084.0,39215.0,0.6,336063.0,76.81,-16.13
2670,041590,젬백스지오,1190.0,25.0,-2.06%,500.0,1083.0,91012.0,2.82,1394849.0,9.15,-0.42
2671,318010,팜스빌,13650.0,1450.0,+11.89%,500.0,1082.0,7929.0,3.26,167082.0,23.95,5.21
2672,069410,엔텔스,10550.0,200.0,+1.93%,500.0,1081.0,10245.0,5.1,107291.0,28.59,16.15
2673,351330,이삭엔지니어링,13000.0,100.0,+0.78%,500.0,1078.0,8289.0,0.72,28440.0,16.88,30.54
2674,109080,옵티시스,19100.0,300.0,+1.60%,500.0,1076.0,5636.0,0.49,52484.0,24.93,3.96
2675,083650,비에이치아이,4135.0,75.0,+1.85%,500.0,1075.0,26000.0,0.62,95714.0,-5.48,5.4
2676,359090,씨엔알리서치,2045.0,35.0,+1.74%,100.0,1073.0,52484.0,0.05,64079.0,38.58,
2677,137940,넥스트아이,1370.0,105.0,+8.30%,100.0,1073.0,78321.0,34.02,2626032.0,2.49,43.56
2678,017650,대림제지,11900.0,200.0,+1.71%,500.0,1071.0,9000.0,3.79,20712.0,5.44,7.73
2679,023770,플레이위드,12300.0,350.0,+2.93%,500.0,1071.0,8704.0,2.02,131667.0,71.1,52.24
2680,012340,뉴인텍,3560.0,55.0,+1.57%,500.0,1070.0,30045.0,2.42,106132.0,209.41,1.46
2681,313760,윌링스,21500.0,400.0,-1.83%,500.0,1068.0,4968.0,1.09,56813.0,-398.15,0.88
2682,262840,아이퀘스트,10800.0,50.0,+0.47%,100.0,1065.0,9860.0,1.27,27682.0,27.62,28.85
2683,065710,서호전기,20650.0,250.0,+1.23%,500.0,1063.0,5150.0,1.4,5734.0,9.42,9.15
2684,327260,RF머트리얼즈,13200.0,250.0,-1.86%,500.0,1062.0,8048.0,1.06,84568.0,-123.36,
2685,014970,삼륭물산,7010.0,0.0,0.00%,500.0,1060.0,15125.0,0.29,20803.0,-16.11,-7.99
2686,065510,휴비츠,8910.0,220.0,+2.53%,500.0,1059.0,11883.0,7.41,23666.0,7.67,-3.27
2687,038530,골드퍼시픽,1270.0,30.0,+2.42%,500.0,1057.0,83268.0,1.6,939550.0,-97.69,-3.71
2688,133750,메가엠디,4515.0,275.0,+6.49%,500.0,1057.0,23407.0,0.72,599375.0,15.9,8.21
2689,084180,수성이노베이션,1860.0,15.0,+0.81%,500.0,1057.0,56810.0,0.73,347559.0,-4.88,-18.29
2690,091590,남화토건,8990.0,10.0,+0.11%,500.0,1055.0,11740.0,2.46,6351.0,9.4,4.79
2691,228340,동양파일,5270.0,40.0,+0.76%,500.0,1054.0,20000.0,2.04,218208.0,-14.85,-5.55
2692,096690,에이루트,700.0,29.0,+4.32%,500.0,1054.0,150563.0,1.42,7228459.0,-0.57,-23.53
2693,143540,영우디에스피,2360.0,90.0,+3.96%,500.0,1053.0,44600.0,1.71,735534.0,98.33,22.49
2694,225190,삼양옵틱스,10400.0,150.0,+1.46%,500.0,1052.0,10120.0,1.81,9196.0,16.64,5.8
2695,097800,윈팩,2110.0,40.0,+1.93%,500.0,1048.0,49667.0,3.2,204480.0,-13.44,10.4
2696,089790,제이티,10150.0,290.0,+2.94%,500.0,1047.0,10316.0,5.43,99243.0,9.91,17.73
2697,159010,아스플로,23550.0,150.0,+0.64%,500.0,1047.0,4445.0,0.58,70691.0,,28.73
2698,049430,코메론,11550.0,200.0,+1.76%,500.0,1045.0,9048.0,18.38,18758.0,5.98,8.37
2699,263800,데이타솔루션,6460.0,40.0,+0.62%,500.0,1041.0,16111.0,0.51,291732.0,42.5,1.93
2700,042940,상지카일룸,1255.0,105.0,+9.13%,500.0,1038.0,82716.0,0.0,2859722.0,-3.76,-13.7
2701,121850,코이즈,6240.0,400.0,-6.02%,500.0,1037.0,16614.0,1.26,3477013.0,-8.29,-14.25
2702,092600,앤씨앤,4360.0,215.0,+5.19%,500.0,1034.0,23709.0,1.49,243494.0,-9.75,-45.91
2703,009780,엠에스씨,5870.0,0.0,0.00%,500.0,1033.0,17600.0,0.77,3826.0,7.26,9.31
2704,024880,케이피에프,5830.0,420.0,+7.76%,500.0,1033.0,17718.0,0.44,3243206.0,-29.44,-3.83
2705,036670,KCI,9160.0,80.0,+0.88%,500.0,1032.0,11270.0,1.19,16195.0,12.28,15.09
2706,099220,SDN,1940.0,40.0,+2.11%,500.0,1031.0,53169.0,2.82,169297.0,161.67,10.05
2707,039830,오로라,9550.0,40.0,+0.42%,500.0,1028.0,10763.0,1.97,16625.0,7.27,7.41
2708,263860,지니언스,10800.0,0.0,0.00%,500.0,1020.0,9445.0,13.12,155281.0,18.4,9.96
2709,024800,유성티엔에스,3260.0,100.0,+3.16%,500.0,1020.0,31279.0,0.41,69538.0,2.14,22.19
2710,170920,엘티씨,12700.0,100.0,-0.78%,500.0,1018.0,8019.0,1.48,51920.0,-9.12,-4.72
2711,219420,링크제니시스,8870.0,480.0,+5.72%,100.0,1017.0,11470.0,1.44,335101.0,43.91,2.15
2712,290380,대유,7010.0,230.0,+3.39%,500.0,1015.0,14478.0,1.52,372528.0,23.44,7.71
2713,010240,흥국,8230.0,120.0,-1.44%,500.0,1014.0,12323.0,3.94,70199.0,7.97,16.61
2714,004590,한국가구,6760.0,20.0,+0.30%,100.0,1014.0,15000.0,1.73,160814.0,7.65,8.39
2715,019010,베뉴지,2100.0,5.0,+0.24%,500.0,1012.0,48200.0,0.99,56822.0,2.41,3.35
2716,347700,라이프시맨틱스,10000.0,0.0,0.00%,500.0,1012.0,10120.0,0.36,61665.0,-14.73,1387.54
2717,226360,KH E&T,1365.0,65.0,+5.00%,100.0,1010.0,73997.0,2.66,833371.0,-2.5,-59.53
2718,041920,메디아나,6300.0,120.0,+1.94%,500.0,1008.0,16000.0,1.19,163519.0,17.6,17.95
2719,002230,피에스텍,5120.0,100.0,+1.99%,500.0,1007.0,19669.0,5.23,24538.0,11.69,0.31
2720,222110,팬젠,9430.0,40.0,+0.43%,500.0,1006.0,10672.0,8.29,7943.0,-27.1,-26.69
2721,083500,에프엔에스테크,12000.0,350.0,+3.00%,500.0,1006.0,8386.0,0.77,96068.0,-105.26,
2722,041020,폴라리스오피스,2470.0,65.0,+2.70%,500.0,1005.0,40671.0,0.92,3141417.0,617.5,-0.35
2723,069510,에스텍,9190.0,20.0,+0.22%,500.0,1003.0,10910.0,55.37,3033.0,50.77,7.84
2724,038110,에코플라스틱,2930.0,40.0,+1.38%,500.0,1001.0,34169.0,2.49,388428.0,97.67,-5.9
2725,214680,디알텍,1765.0,25.0,+1.44%,100.0,999.0,56625.0,4.64,843145.0,98.06,-20.52
2726,196450,코아시아옵틱스,2420.0,0.0,0.00%,1000.0,998.0,41233.0,1.14,67539.0,-11.58,-26.49
2727,047770,코데즈컴바인,2635.0,80.0,+3.13%,500.0,997.0,37843.0,1.2,306088.0,13.11,12.91
2728,065560,녹원씨엔아이,5770.0,0.0,0.00%,500.0,996.0,17261.0,0.58,0.0,-5.83,-9.59
2729,025440,대성엘텍,986.0,4.0,-0.40%,500.0,996.0,100971.0,33.45,309837.0,-17.0,-1.06
2730,092460,한라IMS,5640.0,50.0,+0.89%,500.0,994.0,17617.0,1.43,30433.0,32.23,4.06
2731,234300,에스트래픽,4755.0,325.0,-6.40%,500.0,990.0,20826.0,1.71,422415.0,-9.84,-71.07
2732,019990,에너토크,10150.0,200.0,+2.01%,500.0,990.0,9756.0,19.17,88615.0,172.03,1.1
2733,289010,아이스크림에듀,7670.0,400.0,+5.50%,500.0,987.0,12864.0,0.2,611225.0,-12.04,1.02
2734,072770,율호,1905.0,10.0,+0.53%,500.0,987.0,51790.0,1.35,190809.0,35.28,4.58
2735,242040,나무기술,2880.0,25.0,+0.88%,100.0,986.0,34242.0,1.56,262834.0,42.99,-19.57
2736,317120,라닉스,10200.0,200.0,+2.00%,500.0,984.0,9650.0,0.33,148982.0,-24.34,-13.08
2737,900250,크리스탈신소재,1450.0,20.0,-1.36%,0.0,983.0,67784.0,12.47,1710957.0,7.67,8.09
2738,049630,재영솔루텍,1215.0,0.0,0.00%,500.0,982.0,80829.0,2.55,1277214.0,-13.5,-13.89
2739,127710,아시아경제,3250.0,175.0,+5.69%,500.0,982.0,30206.0,1.17,800349.0,5.44,3.17
2740,124500,아이티센,4905.0,5.0,+0.10%,500.0,976.0,19907.0,1.72,48851.0,23.36,14.09
2741,357550,석경에이티,17900.0,150.0,+0.85%,500.0,976.0,5455.0,5.54,12374.0,78.17,6.63
2742,016670,인피니티엔티,973.0,0.0,0.00%,500.0,976.0,100258.0,1.51,0.0,-2.7,-77.1
2743,096610,알에프세미,9300.0,520.0,+5.92%,500.0,974.0,10474.0,1.57,7522130.0,-5.18,-46.59
2744,101330,모베이스,4065.0,175.0,+4.50%,500.0,974.0,23958.0,3.55,1627380.0,-11.92,-4.88
2745,086670,비엠티,11950.0,0.0,0.00%,500.0,974.0,8147.0,1.75,26585.0,95.6,5.58
2746,130500,GH신소재,6690.0,150.0,+2.29%,500.0,973.0,14545.0,1.45,377381.0,96.96,0.12
2747,078140,대봉엘에스,8770.0,220.0,+2.57%,500.0,972.0,11087.0,2.06,785890.0,17.61,6.31
2748,065150,엠피대산,776.0,0.0,0.00%,100.0,972.0,125282.0,0.31,84248.0,7.19,-68.72
2749,090470,제이스텍,6650.0,50.0,+0.76%,500.0,971.0,14598.0,0.76,11035.0,-65.2,-11.6
2750,037030,파워넷,5510.0,180.0,+3.38%,1000.0,970.0,17611.0,2.15,825281.0,-239.57,0.33
2751,044960,이글벳,7660.0,120.0,+1.59%,500.0,968.0,12642.0,1.29,50769.0,20.99,6.71
2752,237820,플레이디,7540.0,80.0,+1.07%,500.0,967.0,12827.0,0.38,22190.0,37.51,2.68
